segment_id,chord_type,rootoffset,globalkey
0,M,0,G
1,m,3,G
2,m,2,G
3,Mm7,1,G
4,M,0,G
5,m,3,G
6,m,2,G
7,Mm7,1,G
8,M,0,G
9,Mm7,1,G
10,M,0,G
11,M,1,G
12,M,0,G
13,M,1,G
14,Mm7,1,G
15,M,0,G
16,Mm7,1,G
17,M,0,G
18,M,1,G
19,mm7,3,G
20,M,1,G
21,M,0,G
22,M,1,G
23,o,5,G
24,M,1,G
25,o,5,G
26,Mm7,1,G
27,M,0,G
28,m,3,G
29,m,2,G
30,mm7,2,G
31,Mm7,1,G
32,M,0,G
33,m,3,G
34,m,2,G
35,Mm7,1,G
36,M,0,G
37,M,1,G
38,Mm7,1,G
39,M,0,G
40,M,1,G
41,Mm7,1,G
42,M,0,G
43,M,5,G
44,M,1,G
45,Mm7,1,G
46,M,0,G
47,m,3,G
48,M,0,G
49,M,1,G
50,M,2,G
51,Mm7,1,G
52,M,0,G
53,Mm7,0,G
54,M,5,G
55,Mm7,0,G
56,M,5,G
57,Mm7,0,G
58,M,5,G
59,M,0,G
60,Mm7,0,G
61,M,5,G
62,Mm7,0,G
63,M,5,G
64,M,0,G
65,M,5,G
66,o,4,G
67,M,5,G
68,o,4,G
69,M,5,G
70,M,3,G
71,m,2,G
72,Mm7,4,G
73,M,4,G
74,Mm7,4,G
75,m,3,G
76,Mm7,3,G
77,m,2,G
78,Mm7,3,G
79,m,2,G
80,m,3,G
81,M,4,G
82,Mm7,5,G
83,M,4,G
84,m,3,G
85,M,5,G
86,M,3,G
87,m,2,G
88,Mm7,4,G
89,M,4,G
90,Mm7,4,G
91,m,3,G
92,Mm7,3,G
93,m,2,G
94,m,3,G
95,M,5,G
96,Mm7,5,G
97,M,4,G
98,m,3,G
99,Mm7,4,G
100,m,3,G
101,M,4,G
102,Mm7,4,G
103,m,3,G
104,M,4,G
105,Mm7,4,G
106,m,3,G
107,Mm7,4,G
108,m,3,G
109,Mm7,4,G
110,M,4,G
111,m,3,G
112,Mm7,4,G
113,m,3,G
114,M,0,G
115,m,3,G
116,m,2,G
117,Mm7,1,G
118,M,0,G
119,m,3,G
120,m,2,G
121,Mm7,1,G
122,M,0,G
123,m,3,G
124,m,2,G
125,Mm7,1,G
126,M,0,G
127,m,3,G
128,m,2,G
129,Mm7,1,G
130,M,0,G
131,Mm7,1,G
132,M,0,G
133,M,1,G
134,M,0,G
135,M,1,G
136,Mm7,2,G
137,M,1,G
138,Mm7,2,G
139,Mm7,1,G
140,M,0,G
141,Mm7,1,G
142,M,0,G
143,M,1,G
144,M,0,G
145,M,1,G
146,o,5,G
147,M,1,G
148,Mm7,2,G
149,Mm7,1,G
150,M,0,G
151,m,3,G
152,m,2,G
153,M,1,G
154,Mm7,1,G
155,M,0,G
156,m,3,G
157,m,2,G
158,Mm7,1,G
159,M,0,G
160,Mm7,1,G
161,M,0,G
162,M,1,G
163,M,0,G
164,M,1,G
165,o,5,G
166,M,1,G
167,o,5,G
168,Mm7,1,G
169,M,0,G
170,Mm7,1,G
171,M,0,G
172,M,1,G
173,M,0,G
174,M,1,G
175,o,5,G
176,M,1,G
177,o,5,G
178,Mm7,1,G
179,M,0,G
180,m,3,G
181,m,2,G
182,Mm7,1,G
183,M,0,G
184,m,3,G
185,m,2,G
186,Mm7,1,G
187,M,0,G
188,M,1,G
189,M,0,G
190,o,5,G
191,M,0,G
192,m,2,G
193,M,1,G
194,Mm7,0,G
195,M,5,G
196,M,0,G
197,M,1,G
198,m,5,G
199,o,1,G
200,Mm7,0,G
201,M,0,G
202,Mm7,0,G
203,M,5,G
204,M,0,G
205,m,3,G
206,m,2,G
207,Mm7,1,G
208,M,0,G
209,Mm7,1,G
210,M,0,G
211,M,1,G
212,Mm7,1,G
213,M,0,G
